study_hours,sleep_hours,exercise,screen_time,consistency,procrastination,goal_clarity,target
7.65,7.85,1,2.74,9,1,7,High
2.53,6.78,1,7.28,7,2,6,High
1.93,7.49,1,2.65,6,5,8,High
1.82,8.94,0,4.84,7,2,7,High
3.6,5.77,0,9.11,3,6,4,Negative
5.66,7.99,1,4.07,5,3,8,High
1.92,7.41,1,4.96,5,4,5,Average
10.0,8.82,1,4.55,10,2,10,High
8.14,8.33,1,1.95,9,2,9,High
7.04,6.19,0,4.03,2,8,6,Average
5.14,5.31,0,7.8,5,7,5,Average
3.0,4.34,0,7.12,5,6,5,Negative
4.84,5.74,0,6.0,4,6,5,Average
2.67,5.31,0,7.77,1,5,6,Negative
4.75,5.28,1,4.88,9,4,8,High
4.63,8.16,1,4.53,5,5,8,High
7.12,6.03,1,4.68,8,1,6,High
7.28,4.21,0,9.68,6,5,6,Average
1.47,4.05,0,6.36,3,5,6,Negative
2.29,7.0,1,7.56,6,8,5,Negative
8.89,5.8,0,7.23,9,7,7,High
8.68,6.18,0,4.34,5,4,6,High
7.11,6.69,1,6.62,7,4,8,High
4.33,6.4,1,0.5,6,4,4,High
5.08,5.43,1,5.7,10,4,10,High
2.75,7.4,1,6.38,8,3,6,High
6.6,6.85,0,1.88,8,3,8,High
4.78,8.81,0,4.96,3,6,3,Negative
5.18,6.9,0,9.48,6,8,7,Average
5.48,6.67,0,7.83,6,7,6,Average
5.44,6.82,1,1.21,6,4,6,High
7.11,5.95,1,5.88,5,3,8,High
7.24,6.12,1,6.71,4,5,4,Average
6.87,6.37,1,5.25,8,2,8,High
2.49,3.52,1,6.5,1,8,5,Negative
3.11,3.67,0,5.1,4,7,5,Negative
5.22,7.39,0,3.78,9,3,10,High
6.1,6.9,1,11.06,8,5,7,High
9.55,7.9,1,11.42,5,7,7,High
2.52,7.16,0,6.53,5,5,9,Average
3.56,7.92,1,9.06,5,5,6,Average
5.74,6.32,1,3.7,8,6,8,High
6.06,5.8,1,3.43,7,4,5,High
8.12,7.23,1,6.43,6,8,6,High
1.78,5.0,0,5.28,3,8,5,Negative
3.09,7.02,0,5.76,4,7,3,Negative
0.95,7.13,0,0.5,6,1,7,High
8.76,7.41,1,2.72,7,1,10,High
2.86,4.56,0,7.16,2,6,4,Negative
3.56,5.49,1,6.33,6,5,9,High
7.0,7.44,0,4.0,8,4,3,High
6.21,7.69,0,6.09,5,4,5,High
6.3,7.88,1,1.09,6,1,9,High
2.21,7.36,1,9.01,2,8,6,Negative
2.92,6.26,1,7.62,2,6,6,Negative
4.74,6.82,1,7.08,5,6,6,Average
7.0,6.82,0,8.37,8,6,8,High
2.8,6.5,0,5.14,6,4,8,High
4.47,7.87,1,3.66,6,6,7,High
5.87,7.41,1,3.85,9,3,9,High
2.8,6.94,0,7.42,4,4,7,Average
7.79,5.49,0,7.55,4,8,7,Average
7.9,7.48,1,4.12,8,2,9,High
8.16,5.85,1,6.73,4,5,3,Average
6.85,7.73,1,3.67,9,3,9,High
5.95,5.81,0,4.22,7,5,6,High
7.78,7.51,1,2.61,7,1,8,High
9.33,8.32,1,3.33,9,1,9,High
7.53,7.74,1,4.03,10,4,8,High
8.68,8.44,0,9.57,5,2,6,High
6.91,6.3,1,1.17,9,1,9,High
7.49,5.87,1,4.27,8,5,7,High
7.09,7.01,0,7.6,4,6,9,High
6.11,6.68,1,3.15,7,6,6,High
4.31,6.82,0,8.21,5,6,8,Average
4.13,6.62,0,5.13,7,4,6,High
8.8,9.02,1,4.04,6,2,10,High
7.95,5.7,0,6.18,5,8,7,Average
8.66,7.04,1,2.68,7,2,6,High
1.71,9.04,0,3.38,7,8,2,Negative
2.74,4.4,0,3.61,1,6,4,Negative
4.28,7.3,0,4.92,5,4,4,Average
4.88,7.61,1,6.01,6,6,7,High
5.45,8.79,0,5.75,7,4,7,High
2.63,5.95,0,7.5,5,7,7,Average
6.38,5.97,0,5.53,3,10,10,Average
4.09,7.98,1,4.74,4,6,9,High
5.36,6.55,0,9.29,4,8,7,Average
7.14,8.27,0,3.87,9,4,8,High
4.85,6.41,0,5.06,6,5,6,Average
6.81,6.86,0,5.51,7,3,3,High
3.76,4.33,0,5.15,4,9,6,Negative
2.44,7.8,1,5.19,3,5,7,Average
4.25,6.85,0,4.11,6,5,7,High
4.21,6.79,1,8.64,5,6,7,Average
4.51,8.0,0,8.61,4,8,4,Negative
6.18,6.93,0,6.24,7,7,6,Average
7.12,7.93,0,4.24,4,2,7,High
4.76,7.87,1,2.61,8,1,9,High
6.91,6.64,0,5.69,7,5,8,High
4.24,7.23,1,3.37,7,3,5,High
1.51,6.7,1,6.12,5,9,6,Negative
5.98,4.51,0,5.96,7,6,3,Average
6.5,6.67,0,7.22,6,5,9,High
7.0,8.54,1,2.44,7,3,7,High
4.97,4.02,1,2.82,6,3,6,High
2.83,3.3,0,5.95,5,9,4,Negative
5.65,8.77,0,3.61,6,3,8,High
6.53,5.65,1,4.14,8,3,2,High
5.06,7.74,0,7.79,8,6,7,High
5.32,7.51,0,6.17,3,8,9,Average
4.22,7.2,1,5.26,5,6,9,High
7.38,5.66,1,5.2,6,2,9,High
4.23,7.82,0,7.2,8,4,8,High
